2.789586525359281310e+00,2.830736047451896553e+00
3.842140267261599185e+00,-5.115510807513078184e+00
1.579695748983859005e+00,-4.614151899388964639e-01
2.971845898928092922e+00,4.558533626678326733e+00
1.483456491324068427e+00,1.345163086464371327e+00
2.281907322518181402e+00,-1.293129858618884631e+00
1.190789595893459119e+00,1.233884222515696343e-02
1.541292201867764611e+00,1.560224047437373196e+00
9.535234398178940030e-01,5.009281285986475624e-02
1.381046465141356983e+00,5.609662603515128687e-01
8.738948466071039256e-01,-1.794306784101691976e+00
1.395969537301910535e+00,2.364319865195625425e+00
1.790236233578856195e+00,8.267255937462268944e-01
3.016252873068728135e+00,-6.956965146355476026e-01
1.633198800463500966e+00,1.794229152510432579e+00
2.405572414531048864e+00,2.108535376240836090e+00
9.607174665007014447e-01,-1.228795918297512779e+00
8.736636091377101287e-01,3.059707766115606353e-01
7.458978919234032778e-01,1.904591021527905159e+00
-1.115497898380519715e-01,-4.905766010948809375e-01
8.549572219876281354e-01,-8.632041625923627184e-03
2.022875033102180531e+00,1.019385773640894888e+00
3.069359424386270518e+00,-2.832875274577339564e+00
2.885913654763959002e+00,-1.031869880514809656e+00
3.651334659446107800e+00,1.787791336772762918e+00
3.259263387569590442e+00,-4.419289916813268881e+00
4.010392718540851220e+00,-6.288254407871778362e+00
4.232212062777021444e+00,1.985048839938972562e-02
3.440214234232868762e+00,-1.896869625783840774e-01
2.445460867093809831e+00,1.583765680312315904e+00
2.155868393893211277e+00,1.822398391671051110e+00
3.768402182739467143e+00,-4.041989192169728184e+00
3.668396767337685827e+00,2.188805101858521063e+00
2.208346542439312721e+00,-1.216592169246062172e+00
2.408164408568254533e+00,-3.735339472067437327e+00
1.516282254640944238e+00,5.940052813016748479e-01
1.583853885333103451e+00,-2.497882599039534801e-01
1.340335474930867576e+00,8.810619779144153174e-01
2.643421452720542408e+00,-3.024326927857074132e+00
5.809923870287643233e-01,2.050875960089069139e-01
7.865035944074590946e-01,-2.891162816380406508e-01
2.304169601571574022e-01,-4.771061543579052100e-01
-3.592223569502634994e-01,-2.674261699026071470e-01
8.393057799798591123e-01,5.443708383513965465e-01
1.616512799217070251e-01,-3.874951830968171307e-01
6.833220868504241707e-01,5.973205164010557677e-01
-7.201721117216353107e-01,-5.949182011955409521e-01
-2.160301817435284488e-01,-3.980998459166003589e-01
6.189364884912976761e-01,-1.732849462774128935e-01
-1.093722306792598298e-01,-9.281563596886827083e-01
-7.129080716663882544e-01,-5.973282498786256119e-03
-6.769287991009363958e-01,-1.153841202730344212e-01
-3.813730924180982473e-01,6.912676262033947694e-01
1.398194256666318358e+00,-7.485132588727371195e-01
2.611584943230473854e+00,-6.193448039127158466e-01
1.367673165393568979e+00,3.257110833375260195e-01
2.109152652063635003e+00,-8.911657697879791229e-01
1.762612757718874823e+00,-1.327090763611309177e+00
3.455397380106650651e-02,1.103517244485661797e+00
2.611454940144600223e-01,1.642925899218309338e-01
-8.826969005206177776e-01,3.312059200751385490e-01
-2.980308434252439964e-01,-1.124694681795067458e-01
-2.926966177039904693e-01,-1.072132094121477086e-01
-1.488294018757261306e+00,-2.623259072343605003e-01
-1.311553814112220273e+00,-3.935168661474576501e-02
-1.203983935791374416e+00,-2.085240757488371344e-01
-1.123291522388809360e+00,4.487793491219220776e-01
-1.168482268114514167e+00,2.219135810548655829e-01
-5.806291074828319188e-01,-2.766850109734943566e-02
5.208837056283283085e-01,-1.418122936515579635e+00
-1.394004225184286794e+00,-2.867469514313172874e-01
2.572661817240651239e-02,-5.616996259247862833e-01
4.659924551065052212e-01,1.027305284375534589e+00
-8.566557908168841440e-01,-2.275970639033872700e-01
-1.481849527431935876e+00,-4.054438171036287702e-02
-1.884392855046849169e+00,-2.934352287369991485e-02
-2.291840107152191663e+00,-1.719128423362215330e-01
-1.603274617651586853e+00,-1.317860143897001401e-01
-1.579338172851055377e+00,2.717523439327956813e-01
-1.387204511239854332e+00,-3.378957377251280425e-01
-2.404524636213758892e+00,-3.005960917801170917e-01
-1.113824735532886745e+00,2.753412655340891843e-02
-1.621303701545900644e+00,2.887138299134954858e-02
-8.136253675475152436e-01,-3.466593675252864493e-02
-1.775902873113819558e+00,3.685226040727079821e-02
-2.611768883068680935e+00,5.724379452144730263e-02
-4.825942255731185071e+00,-2.396516189975230610e-02
-3.082659419893708730e+00,-5.773170259746245730e-02
-3.824265625986400075e+00,2.758414861601211562e-02
-3.523806846039097884e+00,-1.166733354335754320e-02
-4.786976625327428181e+00,-8.576351946452001260e-03
-3.442686116876060076e+00,-1.925359019649235948e-01
-2.103804366899351130e+00,-9.454710891701302924e-03
-1.336387325754813560e+00,1.757433875159432335e-01
1.656378178819051250e-01,7.797503397867305841e-01
-4.549524893835198425e-01,4.440032293622078186e-01
-1.018675994196230228e+00,1.747660184870359068e-01
8.507901605401602119e-03,6.807359375621357955e-01
9.157396189230882638e-03,-5.119105839152373605e-01
2.411103481587607150e-02,-8.673279114189148820e-02
